,artist,year,song,genre,duration_min,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
1645,Ariana Grande,2016,Dangerous Woman,pop,3.93,0,0.677,0.604,7,-5.32,1,0.0385,0.0612,0.0,0.353,0.297,134.052
1646,Anne-Marie,2016,Alarm,"pop, Dance/Electronic",3.43,57,0.756,0.589,0,-5.093,1,0.232,0.0812,0.0,0.176,0.811,146.928
1647,Charlie Puth,2016,We Don't Talk Anymore (feat. Selena Gomez),pop,3.63,79,0.728,0.563,1,-8.053,0,0.134,0.621,0.0,0.179,0.352,100.017
1648,AlunaGeorge,2016,I'm In Control,"pop, Dance/Electronic",3.49,0,0.734,0.847,11,-3.713,0,0.0346,0.355,0.000144,0.154,0.673,104.013
1649,Enrique Iglesias,2016,DUELE EL CORAZON (feat. Wisin),"pop, latin",3.33,68,0.716,0.908,8,-3.254,0,0.103,0.0858,0.0,0.135,0.869,91.03
1650,MNEK,2015,Never Forget You,Dance/Electronic,3.56,45,0.583,0.732,11,-5.728,0,0.0457,0.00312,9.86e-06,0.269,0.276,145.992
1651,Mike Perry,2016,The Ocean (feat. Shy Martin),"pop, Dance/Electronic",3.06,70,0.632,0.575,5,-6.478,1,0.029,0.0225,1.81e-06,0.104,0.188,90.037
1652,Drake,2016,Hotline Bling,"hip hop, pop, R&B",4.45,0,0.903,0.62,2,-8.094,1,0.0587,0.00347,0.000119,0.0504,0.539,134.96
1653,Ariana Grande,2016,Into You,pop,4.07,3,0.623,0.734,9,-5.948,1,0.107,0.0162,1.75e-06,0.145,0.37,107.853
1654,Shawn Mendes,2017,Treat You Better,pop,3.13,82,0.444,0.819,10,-4.078,0,0.341,0.106,0.0,0.107,0.747,82.695
1655,Tory Lanez,2016,Say It,"hip hop, pop, R&B",3.96,73,0.546,0.529,11,-10.511,0,0.0583,0.0862,6.5e-06,0.124,0.247,107.331
1656,Coldplay,2015,Adventure of a Lifetime,"rock, pop",4.4,76,0.638,0.924,7,-3.887,1,0.036,0.00205,0.000175,0.149,0.53,111.995
1657,Kungs,2016,This Girl - Kungs Vs. Cookin' On 3 Burners,"pop, Dance/Electronic",3.26,0,0.79,0.705,0,-4.684,0,0.0383,0.0807,4.81e-05,0.251,0.501,121.969
1658,SAYGRACE,2016,You Don't Own Me (feat. G-Eazy),"pop, R&B",3.36,69,0.332,0.635,7,-5.653,1,0.0898,0.159,2.79e-06,0.0599,0.261,186.249
1660,DNCE,2016,Cake By The Ocean,pop,3.65,79,0.774,0.753,4,-5.446,0,0.0517,0.152,0.0,0.0371,0.896,119.002
1661,99 Souls,2016,The Girl Is Mine,Dance/Electronic,3.61,55,0.683,0.943,9,-3.6,1,0.0397,0.00423,0.0972,0.0356,0.706,118.991
1662,Illy,2016,Papercuts (feat. Vera Blue),"hip hop, pop, Dance/Electronic",4.26,51,0.369,0.618,6,-6.304,0,0.249,0.161,0.0,0.257,0.467,191.863
1663,Kiiara,2015,Gold,"rock, pop, Dance/Electronic",3.76,55,0.6,0.412,8,-9.343,1,0.344,0.615,0.0025,0.134,0.408,113.049
1664,Kygo,2016,Stole the Show,"pop, Dance/Electronic",3.71,0,0.678,0.633,8,-6.443,0,0.171,0.151,0.0,0.147,0.478,99.886
1665,Fifth Harmony,2016,Work from Home (feat. Ty Dolla $ign),pop,3.57,75,0.803,0.585,8,-5.861,1,0.0432,0.103,3.94e-06,0.0644,0.593,105.017
1666,Drake,2016,Pop Style,"hip hop, pop, R&B",3.55,63,0.713,0.462,7,-10.027,1,0.123,0.192,2.16e-06,0.105,0.0594,133.053
1667,ZAYN,2016,PILLOWTALK,"pop, Dance/Electronic",3.39,59,0.588,0.702,11,-4.271,1,0.0496,0.104,0.0,0.089,0.429,124.909
1668,Alessia Cara,2016,Here,"pop, R&B",3.32,66,0.376,0.822,0,-3.974,1,0.104,0.0783,0.0,0.0841,0.327,120.493
1669,DJ Snake,2016,Middle,"hip hop, pop, Dance/Electronic",3.68,0,0.611,0.7,9,-5.331,1,0.0436,0.0199,0.0,0.0549,0.213,104.981
1670,Sigala,2015,Sweet Lovin' - Radio Edit,"pop, Dance/Electronic",3.37,46,0.683,0.91,10,-1.231,1,0.0515,0.0553,4.78e-06,0.336,0.674,124.977
1671,Drake,2015,Jumpman,"hip hop, pop, R&B",3.43,72,0.852,0.553,1,-7.286,1,0.187,0.0559,0.0,0.332,0.656,142.079
1672,Charlie Puth,2016,Dangerously,pop,3.32,62,0.696,0.517,2,-8.379,0,0.0366,0.364,0.0,0.197,0.23,112.291
1673,Nick Jonas,2016,Close,pop,3.9,69,0.654,0.623,6,-5.273,0,0.082,0.253,0.0,0.144,0.401,123.996
1674,Jonas Blue,2016,Perfect Strangers,"pop, Dance/Electronic",3.28,0,0.742,0.819,1,-5.307,1,0.0487,0.372,0.0,0.277,0.709,117.986
1675,Major Lazer,2016,Cold Water (feat. Justin Bieber & MØ),"hip hop, pop, Dance/Electronic",3.09,0,0.608,0.798,6,-5.092,0,0.0432,0.0736,0.0,0.156,0.501,92.943
1676,The Chainsmokers,2015,Roses,"pop, Dance/Electronic",3.78,73,0.713,0.802,4,-7.055,1,0.0561,0.0435,0.00377,0.309,0.343,100.001
1677,Tory Lanez,2016,LUV,"hip hop, pop, R&B",3.81,0,0.688,0.541,11,-8.128,0,0.114,0.0118,0.0,0.123,0.247,95.109
1678,P!nk,2016,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",pop,3.59,68,0.632,0.702,7,-5.92,1,0.148,0.0114,0.0,0.108,0.523,162.958
1680,Steve Aoki,2016,Just Hold On,"hip hop, pop, Dance/Electronic",3.31,63,0.647,0.932,11,-3.515,1,0.0824,0.00383,1.5e-06,0.0574,0.374,114.991
1681,Clean Bandit,2016,Tears (feat. Louisa Johnson),"pop, Dance/Electronic",3.77,60,0.605,0.77,5,-3.645,0,0.0446,0.0431,0.0,0.159,0.298,130.037
1682,Jonas Blue,2015,Fast Car,"pop, Dance/Electronic",3.54,1,0.459,0.587,9,-6.983,1,0.0785,0.453,0.0,0.307,0.581,113.901
1683,Flume,2016,Never Be Like You,Dance/Electronic,3.89,0,0.443,0.558,0,-5.436,1,0.0624,0.441,0.0,0.163,0.248,116.838
1684,Bastille,2016,Good Grief,"pop, rock",3.44,65,0.73,0.758,1,-4.888,1,0.0653,0.147,0.0,0.311,0.877,120.041
1685,Sia,2016,The Greatest (feat. Kendrick Lamar),pop,3.5,68,0.668,0.725,1,-6.127,1,0.266,0.0102,0.000479,0.0561,0.729,191.944
1686,PARTYNEXTDOOR,2016,Not Nice,"hip hop, pop, R&B",3.38,62,0.598,0.496,0,-9.309,1,0.0804,0.0253,0.00132,0.12,0.725,128.06
1687,Garrett Nash,2016,"i hate u, i love u (feat. olivia o'brien)","hip hop, pop",4.18,77,0.492,0.275,6,-13.4,0,0.3,0.687,0.0,0.101,0.18,92.6
1688,Hilltop Hoods,2016,1955,"hip hop, pop",3.99,63,0.766,0.5,11,-7.558,1,0.0695,0.719,5.91e-06,0.304,0.71,84.044
1689,Fifth Harmony,2016,All In My Head (Flex) (feat. Fetty Wap),pop,3.51,62,0.689,0.791,0,-5.194,0,0.053,0.023,0.0,0.0526,0.755,95.04
1690,Daya,2016,"Sit Still, Look Pretty","rock, pop, Dance/Electronic",3.37,1,0.657,0.739,2,-4.081,1,0.274,0.141,0.0,0.178,0.543,181.994
1691,Kent Jones,2016,Don't Mind,hip hop,3.3,63,0.464,0.771,8,-4.503,1,0.336,0.0235,0.0,0.063,0.69,158.777
1692,Flume,2016,Say It,Dance/Electronic,4.38,53,0.581,0.531,3,-6.829,0,0.0322,0.0731,3.27e-06,0.0616,0.273,75.255
1693,Bryson Tiller,2015,Exchange,"hip hop, pop, R&B",3.24,76,0.525,0.433,6,-10.598,1,0.185,0.107,0.0,0.135,0.276,160.108
1694,MØ,2016,Final Song,"pop, Dance/Electronic",3.93,66,0.695,0.672,1,-6.109,0,0.0345,0.014,7.95e-05,0.0756,0.245,104.988
1695,Beyoncé,2016,Sorry,"pop, R&B",3.88,67,0.775,0.598,2,-7.274,1,0.0535,0.00175,4.44e-06,0.253,0.356,129.988
1696,Little Mix,2017,Shout Out to My Ex,pop,4.1,1,0.773,0.747,5,-4.061,1,0.0889,0.0239,8.23e-06,0.11,0.8,126.014
1697,The Lumineers,2016,Ophelia,"pop, Folk/Acoustic",2.67,0,0.664,0.576,5,-6.429,1,0.0286,0.63,0.000198,0.0902,0.621,76.026
1698,Frank Ocean,2016,Pink + White,"hip hop, pop, R&B",3.08,79,0.544,0.552,9,-7.45,1,0.0991,0.67,4.57e-05,0.415,0.554,159.738
1699,Drake,2016,Too Good,"hip hop, pop, R&B",4.39,74,0.794,0.653,7,-7.839,1,0.104,0.0489,4.88e-05,0.1,0.397,117.996
1700,Ed Sheeran,2017,Shape of You,pop,3.9,84,0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977
1701,Sean Paul,2018,No Lie,"hip hop, pop",3.69,84,0.742,0.882,7,-2.862,1,0.117,0.0466,0.0,0.206,0.463,102.04
1702,Luis Fonsi,2017,Despacito (Featuring Daddy Yankee),"pop, latin",3.8,0,0.66,0.786,2,-4.757,1,0.17,0.209,0.0,0.112,0.846,177.833
1703,Sam Smith,2017,Too Good At Goodbyes,pop,3.35,79,0.681,0.372,5,-8.237,1,0.0432,0.64,0.0,0.169,0.476,91.873
1704,Clean Bandit,2016,Rockabye (feat. Sean Paul & Anne-Marie),"pop, Dance/Electronic",4.18,75,0.72,0.763,9,-4.068,0,0.0523,0.406,0.0,0.18,0.742,101.965
1705,Camila Cabello,2017,Havana (feat. Young Thug),pop,3.61,1,0.768,0.517,7,-4.323,0,0.0312,0.186,3.8e-05,0.104,0.418,104.992
1706,Imagine Dragons,2017,Thunder,rock,3.12,1,0.6,0.81,0,-4.749,1,0.0479,0.00683,0.21,0.155,0.298,167.88
1707,Maroon 5,2018,Don't Wanna Know (feat. Kendrick Lamar),pop,3.57,68,0.783,0.61,7,-6.124,1,0.0696,0.343,0.0,0.0983,0.418,100.047
1708,The Chainsmokers,2017,Something Just Like This,"pop, Dance/Electronic",4.12,83,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019
1709,Ed Sheeran,2017,Perfect,pop,4.39,85,0.599,0.448,8,-6.312,1,0.0232,0.163,0.0,0.106,0.168,95.05
1710,MGMT,2018,Little Dark Age,rock,5.0,81,0.705,0.712,6,-6.156,1,0.0385,0.0102,0.000855,0.1,0.62,97.512
1711,Travis Scott,2016,goosebumps,"hip hop, Dance/Electronic",4.06,83,0.841,0.728,7,-3.37,1,0.0484,0.0847,0.0,0.149,0.43,130.049
1712,Billie Eilish,2017,Bored,"pop, Dance/Electronic",3.02,84,0.614,0.318,7,-12.695,1,0.0478,0.896,0.00239,0.0795,0.112,119.959
1713,Future,2017,Mask Off,"hip hop, pop",3.41,79,0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062
1714,G-Eazy,2017,Him & I,"hip hop, pop",4.48,0,0.589,0.731,2,-6.343,1,0.0868,0.0534,0.0,0.308,0.191,87.908
1715,Maroon 5,2017,Cold (feat. Future),pop,3.91,0,0.697,0.716,9,-6.288,0,0.113,0.118,0.0,0.0424,0.506,99.905
1716,Rae Sremmurd,2016,Swang,"hip hop, pop",3.47,75,0.681,0.314,8,-9.319,1,0.0581,0.2,9.82e-06,0.1,0.166,139.992
1717,Lil Peep,2017,Save That Shit,hip hop,3.86,77,0.534,0.583,2,-8.672,1,0.0288,0.0262,0.0,0.421,0.145,105.997
1718,A$AP Ferg,2017,Plain Jane,"hip hop, pop",2.89,74,0.797,0.844,11,-5.482,1,0.275,0.0651,0.0,0.087,0.52,170.142
1719,French Montana,2017,Unforgettable,"hip hop, pop",3.9,82,0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985
1720,21 Savage,2017,Bank Account,hip hop,3.67,74,0.884,0.347,8,-8.227,0,0.35,0.015,7e-06,0.0871,0.376,75.016
1721,Axwell /\ Ingrosso,2017,More Than You Know,"pop, Dance/Electronic",3.38,0,0.645,0.741,5,-4.989,0,0.0339,0.0323,0.0,0.29,0.534,123.07
1722,ZAYN,2017,Dusk Till Dawn (feat. Sia) - Radio Edit,"pop, Dance/Electronic",3.98,77,0.259,0.437,11,-6.589,0,0.0386,0.102,1.32e-06,0.106,0.0951,180.042
1723,J Balvin,2017,Mi Gente,latin,3.15,53,0.548,0.701,11,-4.862,0,0.0914,0.0178,1.34e-05,0.134,0.309,104.237
1724,Jax Jones,2016,You Don't Know Me - Radio Edit,"hip hop, pop, Dance/Electronic",3.57,1,0.876,0.669,11,-6.054,0,0.138,0.163,0.0,0.185,0.682,124.007
1725,Rae Sremmurd,2016,Black Beatles,"hip hop, pop",4.86,75,0.794,0.632,0,-6.163,1,0.0649,0.142,0.0,0.128,0.355,145.926
1726,Zara Larsson,2017,Ain't My Fault,"pop, Dance/Electronic",3.73,67,0.576,0.782,6,-4.825,0,0.0296,0.00778,0.0,0.285,0.355,141.153
1727,Travis Scott,2017,BUTTERFLY EFFECT,"hip hop, Dance/Electronic",3.18,0,0.763,0.598,11,-6.865,1,0.0539,0.0714,0.0,0.112,0.182,140.987
1728,Ayo & Teo,2017,Rolex,"hip hop, pop",3.98,69,0.804,0.886,1,-2.512,1,0.04,0.0837,0.0,0.266,0.789,144.946
1729,Lil Uzi Vert,2017,XO Tour Llif3,hip hop,3.05,81,0.732,0.75,11,-6.366,0,0.231,0.00264,0.0,0.109,0.401,155.096
1730,Imagine Dragons,2017,Whatever It Takes,rock,3.35,80,0.672,0.655,10,-5.021,0,0.0311,0.0362,0.0,0.117,0.556,134.945
1732,Jason Derulo,2017,Swalla (feat. Nicki Minaj & Ty Dolla $ign),"hip hop, pop",3.61,75,0.696,0.817,1,-3.862,1,0.109,0.075,0.0,0.187,0.782,98.064
1733,G-Eazy,2017,No Limit,"hip hop, pop",4.09,0,0.838,0.771,1,-3.791,1,0.244,0.0117,0.0,0.0853,0.405,175.957
1734,Playboi Carti,2017,Magnolia,hip hop,3.03,77,0.791,0.582,11,-7.323,0,0.286,0.0114,0.0,0.35,0.443,162.991
1735,Chord Overstreet,2017,Hold On,"pop, Folk/Acoustic",3.31,80,0.618,0.443,2,-9.681,1,0.0526,0.469,0.0,0.0829,0.167,119.949
1736,Jax Jones,2017,Breathe,"hip hop, pop, Dance/Electronic",3.46,58,0.722,0.744,11,-5.52,0,0.0363,0.0234,0.000157,0.143,0.686,125.985
1737,Imagine Dragons,2017,Believer,rock,3.41,1,0.779,0.787,10,-4.305,0,0.108,0.0524,0.0,0.14,0.708,124.982
1738,Natti Natasha,2017,Criminal,"pop, latin",3.88,74,0.814,0.813,2,-3.023,0,0.0561,0.03,9.33e-05,0.255,0.839,79.997
1739,Kendrick Lamar,2017,HUMBLE.,hip hop,2.95,0,0.906,0.625,1,-6.779,0,0.0903,0.000243,3.23e-05,0.0975,0.423,150.018
1740,Selena Gomez,2017,Fetish (feat. Gucci Mane),pop,3.1,69,0.708,0.618,2,-4.424,1,0.0592,0.0204,6.81e-06,0.062,0.265,123.013
1741,Charlie Puth,2017,Attention,pop,3.52,0,0.774,0.626,3,-4.432,0,0.0432,0.0969,3.12e-05,0.0848,0.777,100.041
1742,Big Shaq,2017,Man's Not Hot,"pop, Dance/Electronic",3.1,62,0.905,0.884,0,-4.076,1,0.236,0.111,8.31e-05,0.107,0.588,135.048
1743,Anne-Marie,2017,Ciao Adios,"pop, Dance/Electronic",3.34,57,0.698,0.882,4,-3.078,0,0.0863,0.127,0.0,0.15,0.445,106.083
1744,RagnBone Man,2017,Human,R&B,3.34,76,0.602,0.707,9,-4.097,1,0.302,0.393,0.0,0.165,0.554,75.087
1745,blackbear,2017,do re mi,"hip hop, pop, Dance/Electronic",3.53,4,0.745,0.593,8,-6.35,1,0.0526,0.00522,5.25e-06,0.123,0.17,111.002
1746,Lil Pump,2017,Gucci Gang,hip hop,2.07,64,0.936,0.523,5,-6.71,1,0.0597,0.239,0.0,0.117,0.699,119.889
1747,Taylor Swift,2017,Look What You Made Me Do,pop,3.53,76,0.766,0.709,9,-6.471,0,0.123,0.204,1.41e-05,0.126,0.506,128.07
1748,Enrique Iglesias,2017,SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),"pop, latin",3.46,70,0.688,0.822,0,-3.304,1,0.0537,0.0642,0.0,0.241,0.66,91.011
1749,Kodak Black,2017,Tunnel Vision,hip hop,4.47,51,0.497,0.489,11,-7.724,0,0.294,0.0576,9.91e-05,0.122,0.231,171.853
1750,Kendrick Lamar,2017,DNA.,hip hop,3.1,0,0.636,0.517,0,-6.759,1,0.36,0.00402,0.0,0.0874,0.394,139.928
1751,A Boogie Wit da Hoodie,2017,Drowning (feat. Kodak Black),hip hop,3.49,0,0.839,0.81,5,-5.274,0,0.0568,0.501,0.0,0.117,0.814,129.014
1752,XXXTENTACION,2017,Jocelyn Flores,hip hop,1.99,83,0.872,0.391,0,-9.144,0,0.242,0.469,4.13e-06,0.297,0.437,134.021
1753,Migos,2017,Bad and Boujee (feat. Lil Uzi Vert),"hip hop, pop",5.72,72,0.926,0.666,11,-5.314,1,0.244,0.0611,0.0,0.123,0.168,127.079
1754,Yo Gotti,2017,Rake It Up (feat. Nicki Minaj),"hip hop, pop",4.61,67,0.91,0.444,1,-8.126,0,0.344,0.022,0.0,0.137,0.53,149.953
1755,Martin Garrix,2017,Scared to Be Lonely,"pop, Dance/Electronic",3.68,77,0.584,0.54,1,-7.786,0,0.0576,0.0895,0.0,0.261,0.195,137.972
1756,Jonas Blue,2017,Mama,"pop, Dance/Electronic",3.03,51,0.739,0.792,11,-4.256,0,0.0418,0.091,0.0,0.0516,0.547,104.016
1757,Martin Jensen,2016,Solo Dance,"pop, Dance/Electronic",2.92,0,0.744,0.836,6,-2.396,0,0.0507,0.0435,0.0,0.194,0.36,114.965
1758,Taylor Swift,2017,...Ready For It?,pop,3.47,73,0.613,0.764,2,-6.509,1,0.136,0.0527,0.0,0.197,0.417,160.015
1759,David Guetta,2017,2U (feat. Justin Bieber),"hip hop, pop, Dance/Electronic",3.25,67,0.548,0.65,8,-5.827,0,0.0591,0.219,0.0,0.225,0.557,144.937
1760,Migos,2017,Slippery (feat. Gucci Mane),"hip hop, pop",5.07,68,0.92,0.675,1,-5.661,0,0.263,0.307,0.0,0.104,0.749,141.967
1761,Shawn Mendes,2017,There's Nothing Holdin' Me Back,pop,3.32,0,0.857,0.8,2,-4.035,1,0.0583,0.381,0.0,0.0913,0.966,121.996
1762,G-Eazy,2017,Good Life (with G-Eazy & Kehlani),"hip hop, pop",3.76,63,0.572,0.778,1,-5.208,1,0.233,0.00638,0.0,0.0563,0.54,168.073
1763,The Vamps,2017,All Night,pop,3.29,73,0.538,0.804,8,-5.194,1,0.0358,0.0041,0.0,0.33,0.507,144.992
1764,Dua Lipa,2017,New Rules,pop,3.53,61,0.763,0.72,9,-5.181,0,0.0691,0.00261,1.11e-05,0.114,0.592,116.01
1765,Cardi B,2017,Bodak Yellow,"hip hop, pop",3.73,59,0.929,0.723,11,-5.792,0,0.109,0.0672,0.0,0.346,0.458,125.022
1766,RagnBone Man,2017,Skin,R&B,3.99,67,0.564,0.745,0,-7.733,1,0.31,0.265,0.0,0.147,0.351,170.661
1767,Zara Larsson,2017,I Would Like,"pop, Dance/Electronic",3.78,57,0.486,0.713,2,-3.949,0,0.0524,0.0853,0.0,0.0839,0.297,121.028
1768,DJ Khaled,2017,Wild Thoughts (feat. Rihanna & Bryson Tiller),"hip hop, pop",3.4,72,0.671,0.672,0,-3.094,0,0.0688,0.0329,0.0,0.118,0.632,97.979
1769,Post Malone,2016,Congratulations,hip hop,3.67,81,0.63,0.804,6,-4.183,1,0.0363,0.215,0.0,0.253,0.492,123.146
1770,Avicii,2017,Without You (feat. Sandro Cavazza),"pop, Dance/Electronic",3.03,77,0.662,0.858,2,-4.844,1,0.0428,0.00163,0.0,0.0456,0.295,133.993
1771,Clean Bandit,2017,Symphony (feat. Zara Larsson),"pop, Dance/Electronic",3.58,0,0.718,0.609,0,-4.699,0,0.043,0.281,3.29e-05,0.234,0.497,122.95
1772,Katy Perry,2017,Chained To The Rhythm,pop,3.96,69,0.562,0.8,0,-5.404,1,0.112,0.0814,0.0,0.199,0.471,95.029
1773,Zay Hilfigerrr,2016,Juju on That Beat (TZ Anthem),set(),2.4,57,0.807,0.887,1,-3.892,1,0.275,0.00381,0.0,0.391,0.78,160.517
1774,Calvin Harris,2017,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","hip hop, pop, Dance/Electronic",3.72,79,0.893,0.745,11,-3.105,0,0.0571,0.0642,0.0,0.0943,0.872,101.018
1775,Migos,2017,T-Shirt,"hip hop, pop",4.04,64,0.865,0.687,10,-3.744,0,0.217,0.242,0.0,0.158,0.486,139.023
1776,OneRepublic,2017,Rich Love (with Seeb),pop,3.35,64,0.401,0.872,1,-3.641,0,0.314,0.167,0.0,0.362,0.472,104.592
1777,Maggie Lindemann,2017,Pretty Girl - Cheat Codes X CADE Remix,"rock, pop",3.23,61,0.703,0.868,7,-4.661,0,0.0291,0.15,0.132,0.104,0.733,121.03
1778,Macklemore,2017,Glorious (feat. Skylar Grey),"hip hop, pop",3.67,74,0.731,0.794,0,-5.126,0,0.0522,0.0323,2.59e-05,0.112,0.356,139.994
1779,Hayden James,2019,NUMB,"pop, Dance/Electronic",3.62,47,0.617,0.558,10,-7.046,0,0.0431,0.184,1.03e-06,0.0911,0.4,147.932
1780,Liam Payne,2017,Strip That Down,pop,3.41,1,0.869,0.485,6,-5.595,1,0.0545,0.246,0.0,0.0765,0.527,106.028
1781,Drake,2017,Passionfruit,"hip hop, pop, R&B",4.98,0,0.809,0.463,11,-11.377,1,0.0396,0.256,0.085,0.109,0.364,111.98
1782,Justin Bieber,2017,Friends (with BloodPop®),pop,3.16,0,0.744,0.739,8,-5.35,1,0.0387,0.00459,0.0,0.306,0.649,104.99
1783,ZAYN,2016,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","pop, Dance/Electronic",4.09,0,0.735,0.451,0,-8.374,1,0.0585,0.0631,1.3e-05,0.325,0.0862,117.973
1784,Alessia Cara,2016,Scars To Your Beautiful,"pop, R&B",3.84,76,0.319,0.739,0,-5.74,1,0.272,0.0285,0.0,0.111,0.449,194.169
1785,2 Chainz,2017,It's A Vibe,"hip hop, pop",3.5,71,0.822,0.502,7,-7.38,1,0.148,0.0312,0.000887,0.114,0.525,73.003
1786,Starley,2016,Call on Me - Ryan Riback Remix,"pop, Dance/Electronic",3.7,48,0.67,0.838,0,-4.031,1,0.0362,0.0605,0.000611,0.159,0.716,105.0
1787,AJR,2017,Weak,rock,3.35,0,0.673,0.637,5,-4.518,1,0.0429,0.137,0.0,0.184,0.678,123.98
1788,Lana Del Rey,2017,Lust for Life (with The Weeknd),pop,4.4,0,0.499,0.676,0,-8.618,0,0.0582,0.588,0.00484,0.358,0.295,99.979
1789,CNCO,2017,Reggaetón Lento (Remix),"pop, latin",3.15,0,0.623,0.909,4,-3.079,0,0.0758,0.158,0.0,0.0972,0.651,93.984
1790,The Vamps,2017,Middle Of The Night,pop,2.91,61,0.588,0.749,11,-4.323,0,0.058,0.0037,0.0,0.0813,0.397,130.093
1791,The Weeknd,2016,I Feel It Coming,"pop, R&B",4.49,78,0.773,0.819,0,-5.946,0,0.118,0.428,0.0,0.0679,0.585,92.987
1792,The Chainsmokers,2017,Paris,"pop, Dance/Electronic",3.69,73,0.653,0.658,2,-6.428,1,0.0304,0.0215,1.66e-06,0.0939,0.219,99.99
1793,Big Sean,2017,Bounce Back,"hip hop, pop",3.71,71,0.78,0.575,1,-5.628,0,0.139,0.106,0.0,0.129,0.273,81.502
1794,Shawn Mendes,2017,Mercy,pop,3.48,0,0.561,0.674,4,-4.882,0,0.0818,0.118,0.0,0.111,0.383,148.127
1795,Avicii,2017,Lonely Together (feat. Rita Ora),"pop, Dance/Electronic",3.03,53,0.655,0.666,5,-5.309,1,0.0612,0.134,2.12e-05,0.0683,0.272,102.977
1796,Cheat Codes,2017,No Promises (feat. Demi Lovato),"pop, Dance/Electronic",3.73,68,0.741,0.667,10,-5.445,1,0.134,0.0575,0.0,0.106,0.595,112.956
1797,Bruno Mars,2016,24K Magic,pop,3.77,78,0.818,0.803,1,-4.282,1,0.0797,0.034,0.0,0.153,0.632,106.97
1798,Lorde,2017,Homemade Dynamite - REMIX,"pop, Dance/Electronic",3.57,8,0.781,0.548,0,-4.997,0,0.0764,0.229,0.0,0.127,0.175,106.996
1799,Kygo,2017,It Ain't Me (with Selena Gomez),"pop, Dance/Electronic",3.68,75,0.64,0.533,0,-6.596,1,0.0706,0.119,0.0,0.0864,0.515,99.968
1800,Drake,2018,God's Plan,"hip hop, pop, R&B",3.32,81,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169
1801,Post Malone,2018,rockstar (feat. 21 Savage),hip hop,3.64,83,0.585,0.52,5,-6.136,0,0.0712,0.124,7.01e-05,0.131,0.129,159.801
1802,Offset,2017,Ric Flair Drip (with Metro Boomin),"hip hop, pop",2.88,80,0.88,0.428,9,-8.28,1,0.206,0.149,5.05e-05,0.114,0.333,100.007
1803,G-Eazy,2017,Him & I (with Halsey),"hip hop, pop",4.48,75,0.589,0.731,2,-6.343,1,0.0868,0.0534,0.0,0.308,0.191,87.908
1804,Dynoro,2018,In My Mind,"pop, Dance/Electronic",3.08,78,0.694,0.77,6,-5.335,1,0.149,0.176,1.1e-05,0.118,0.163,125.905
1805,Juice WRLD,2018,Lucid Dreams,hip hop,4.0,84,0.511,0.566,6,-7.23,0,0.2,0.349,0.0,0.34,0.218,83.903
1806,Zedd,2018,The Middle,"hip hop, pop, Dance/Electronic",3.08,80,0.753,0.657,7,-3.061,1,0.0449,0.171,0.0,0.112,0.437,107.01
1807,Marshmello,2018,FRIENDS,"pop, Dance/Electronic",3.38,78,0.626,0.88,9,-2.384,0,0.0504,0.205,0.0,0.128,0.534,95.079
1808,Cardi B,2018,I Like It,"hip hop, pop",4.22,79,0.816,0.726,5,-3.998,0,0.129,0.099,0.0,0.372,0.65,136.048
1809,XXXTENTACION,2018,Moonlight,hip hop,2.25,82,0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009
1810,Ariana Grande,2018,no tears left to cry,pop,3.43,77,0.699,0.713,9,-5.507,0,0.0594,0.04,3.11e-06,0.294,0.354,121.993
1811,Sheck Wes,2018,Mo Bamba,hip hop,3.07,77,0.729,0.625,4,-5.266,1,0.0315,0.194,0.00986,0.248,0.261,146.034
1812,Calvin Harris,2018,One Kiss (with Dua Lipa),"hip hop, pop, Dance/Electronic",3.58,81,0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994
1813,Tyga,2018,Taste (feat. Offset),"hip hop, pop",3.88,73,0.884,0.559,0,-7.442,1,0.12,0.0236,0.0,0.101,0.342,97.994
1814,Travis Scott,2018,SICKO MODE,"hip hop, Dance/Electronic",5.21,81,0.834,0.73,8,-3.714,1,0.222,0.00513,0.0,0.124,0.446,155.008
1815,Imagine Dragons,2018,Natural,rock,3.16,80,0.704,0.611,2,-6.112,1,0.0409,0.217,0.0,0.0812,0.22,100.0
1816,DJ Snake,2018,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","hip hop, pop, Dance/Electronic",3.54,76,0.842,0.801,8,-4.167,0,0.228,0.157,4.82e-06,0.0642,0.617,95.881
